position,statistic,stat_source,weight
QB,punt_ret_long,player_returns_all.csv,0.05396529006341498
QB,active,injuries_all.csv,-0.05715820330065714
QB,game_status_available,injuries_all.csv,0.01943041437270064
QB,game_status_out,injuries_all.csv,0.02316718487223187
QB,game_status_probable,injuries_all.csv,-0.08922891682950214
QB,game_status_doubtful,injuries_all.csv,0.21123317162475982
QB,game_status_injured_reserve,injuries_all.csv,-0.04248136505735197
QB,game_status_questionable,injuries_all.csv,-0.11501865559029593
QB,game_status_unable_to_perform,injuries_all.csv,0.0
QB,game_status_suspended,injuries_all.csv,0.0
QB,game_status_day_to_day,injuries_all.csv,0.0
QB,game_status_reserve,injuries_all.csv,0.0
QB,game_status_unknown,injuries_all.csv,0.0
RB,off_num,snap_counts_all.csv,-0.010544010152608242
RB,off_pct,snap_counts_all.csv,0.6302316671230488
RB,def_num,snap_counts_all.csv,0.004832134138408211
RB,def_pct,snap_counts_all.csv,9.664268276816431e-05
RB,st_num,snap_counts_all.csv,0.003069550703351118
RB,st_pct,snap_counts_all.csv,-0.08817165151960299
RB,home,game_starters_all.csv,0.061558203557855205
RB,season,injuries_all.csv,1.4713827365615844e-05
RB,def_int,player_defense_all.csv,0.0
RB,def_int_yds,player_defense_all.csv,0.0
RB,def_int_td,player_defense_all.csv,0.0
RB,def_int_long,player_defense_all.csv,0.0
RB,pass_defended,player_defense_all.csv,0.0
RB,sacks,player_defense_all.csv,0.0
RB,tackles_combined,player_defense_all.csv,-0.01686555232253213
RB,tackles_solo,player_defense_all.csv,0.00910412493512601
RB,tackles_assists,player_defense_all.csv,-0.025969677257716393
RB,tackles_loss,player_defense_all.csv,0.0
RB,qb_hits,player_defense_all.csv,0.0
RB,fumbles_rec,player_defense_all.csv,0.05494335471605579
RB,fumbles_rec_yds,player_defense_all.csv,-0.03454356038605098
RB,fumbles_rec_td,player_defense_all.csv,0.13839737905495167
RB,fumbles_forced,player_defense_all.csv,0.009242249750610509
RB,pass_cmp,player_offense_all.csv,0.01517113521058906
RB,pass_att,player_offense_all.csv,-0.36279424249850833
RB,pass_yds,player_offense_all.csv,0.0014138238496612932
RB,pass_td,player_offense_all.csv,0.22570645000129977
RB,pass_int,player_offense_all.csv,0.0
RB,pass_sacked,player_offense_all.csv,0.0
RB,pass_sacked_yds,player_offense_all.csv,0.0
RB,pass_long,player_offense_all.csv,0.0014138238496632864
RB,pass_rating,player_offense_all.csv,-0.004631150908152292
RB,rush_att,player_offense_all.csv,-0.016509810334398394
RB,rush_yds,player_offense_all.csv,0.009687520813567324
RB,rush_td,player_offense_all.csv,0.06558064151016126
RB,rush_long,player_offense_all.csv,-0.00046706947793421615
RB,rec_tgt,player_offense_all.csv,-0.02510116937773898
RB,rec_rec,player_offense_all.csv,0.029519057408069656
RB,rec_yds,player_offense_all.csv,0.009780470249180042
RB,rec_td,player_offense_all.csv,0.1137638643811282
RB,rec_long,player_offense_all.csv,0.0005647041847752785
RB,fmb,player_offense_all.csv,0.0022970724676116975
RB,fmb_lost,player_offense_all.csv,-0.06489574491438262
RB,scoring_xpm,player_kicking_all.csv,0.0
RB,scoring_xpa,player_kicking_all.csv,0.0
RB,scoring_fgm,player_kicking_all.csv,0.0
RB,scoring_fga,player_kicking_all.csv,0.0
RB,punt,player_kicking_all.csv,0.0
RB,punt_yds,player_kicking_all.csv,0.0
RB,punt_yds_per_punt,player_kicking_all.csv,0.0
RB,punt_long,player_kicking_all.csv,0.0
RB,kick_ret,player_returns_all.csv,-0.04978907296483422
RB,kick_ret_yds,player_returns_all.csv,0.0015259129750948201
RB,kick_ret_yds_per_ret,player_returns_all.csv,0.022445512299544668
RB,kick_ret_td,player_returns_all.csv,1.0764460344856452
RB,kick_ret_long,player_returns_all.csv,-0.018368086370442075
RB,punt_ret,player_returns_all.csv,-0.07823528701758806
RB,punt_ret_yds,player_returns_all.csv,0.0011383161344803421
RB,punt_ret_yds_per_ret,player_returns_all.csv,0.06373459504583497
RB,punt_ret_td,player_returns_all.csv,-0.025969589952824095
RB,punt_ret_long,player_returns_all.csv,-0.0260908486689018
RB,active,injuries_all.csv,-0.07779351705597504
RB,game_status_available,injuries_all.csv,0.05124042146797249
RB,game_status_out,injuries_all.csv,0.027082394214507786
RB,game_status_probable,injuries_all.csv,0.039480861735702664
RB,game_status_doubtful,injuries_all.csv,-0.05842213045301653
RB,game_status_injured_reserve,injuries_all.csv,-0.03854155629612436
RB,game_status_questionable,injuries_all.csv,-0.012464067085645144
RB,game_status_unable_to_perform,injuries_all.csv,-0.023615360396711048
RB,game_status_suspended,injuries_all.csv,0.0
RB,game_status_day_to_day,injuries_all.csv,0.0
RB,game_status_reserve,injuries_all.csv,0.0
RB,game_status_unknown,injuries_all.csv,0.0
